treat,id_no,id,size,day,week,period_quarter,egg_tot,off_tot,viability,stop
100% SYA,129,L129,1.09,33,5,1,41,37,0.902439024,n
100% SYA,129,L129,1.09,35,5,2,10,11,1.1,n
100% SYA,129,L129,1.09,37,5,3,32,28,0.875,n
100% SYA,129,L129,1.09,39,5,4,46,41,0.891304348,n
100% SYA,129,L129,1.09,41,6,1,36,32,0.888888889,n
100% SYA,129,L129,1.09,43,6,2,12,9,0.75,n
100% SYA,129,L129,1.09,45,6,3,13,12,0.923076923,n
100% SYA,129,L129,1.09,47,6,4,16,0,0,n
100% SYA,129,L129,1.09,49,7,1,13,0,0,n
100% SYA,129,L129,1.09,51,7,2,12,0,0,n
100% SYA,129,L129,1.09,53,7,3,0,0,0,n
100% SYA,129,L129,1.09,55,7,4,2,0,0,n
100% SYA,129,L129,1.09,57,8,1,NA,NA,NA,n
100% SYA,129,L129,1.09,59,8,2,NA,NA,NA,n
100% SYA,129,L129,1.09,61,8,3,NA,NA,NA,n
100% SYA,129,L129,1.09,63,8,4,NA,NA,NA,n
100% SYA,129,L129,1.09,65,9,1,NA,NA,NA,n
100% SYA,129,L129,1.09,67,9,2,NA,NA,NA,n
100% SYA,129,L129,1.09,69,9,3,NA,NA,NA,n
100% SYA,129,L129,1.09,71,9,4,NA,NA,NA,n
100% SYA,129,L129,1.09,73,10,1,NA,NA,NA,y
100% SYA,129,L129,1.09,75,10,2,NA,NA,NA,y
100% SYA,129,L129,1.09,77,10,3,NA,NA,NA,y
100% SYA,129,L129,1.09,79,10,4,NA,NA,NA,y
100% SYA,129,L129,1.09,81,11,1,NA,NA,NA,y
100% SYA,129,L129,1.09,83,11,2,NA,NA,NA,y
100% SYA,130,L130,1.02,1,1,1,10,10,1,n
100% SYA,130,L130,1.02,2,1,NA,16,16,1,n
100% SYA,130,L130,1.02,3,1,2,6,6,1,n
100% SYA,130,L130,1.02,4,1,NA,16,16,1,n
100% SYA,130,L130,1.02,5,1,3,12,7,0.583333333,n
100% SYA,130,L130,1.02,6,1,NA,16,17,1.0625,n
100% SYA,130,L130,1.02,7,1,4,24,24,1,n
100% SYA,130,L130,1.02,9,2,1,44,45,1.022727273,n
100% SYA,130,L130,1.02,11,2,2,28,25,0.892857143,n
100% SYA,130,L130,1.02,13,2,3,27,24,0.888888889,n
100% SYA,130,L130,1.02,15,2,4,25,24,0.96,n
100% SYA,130,L130,1.02,17,3,1,21,20,0.952380952,n
100% SYA,130,L130,1.02,19,3,2,15,17,1.133333333,n
100% SYA,130,L130,1.02,21,3,3,9,6,0.666666667,n
100% SYA,130,L130,1.02,23,3,4,21,23,1.095238095,n
100% SYA,130,L130,1.02,25,4,1,7,7,1,n
100% SYA,130,L130,1.02,27,4,2,5,3,0.6,n
100% SYA,130,L130,1.02,29,4,3,10,7,0.7,n
100% SYA,130,L130,1.02,31,4,4,16,5,0.3125,n
100% SYA,130,L130,1.02,33,5,1,8,0,0,n
100% SYA,130,L130,1.02,35,5,2,1,0,0,n
100% SYA,130,L130,1.02,37,5,3,17,0,0,n
100% SYA,130,L130,1.02,39,5,4,3,0,0,n
100% SYA,130,L130,1.02,41,6,1,3,0,0,n
100% SYA,130,L130,1.02,43,6,2,0,0,0,n
100% SYA,130,L130,1.02,45,6,3,7,0,0,n
100% SYA,130,L130,1.02,47,6,4,3,0,0,n
100% SYA,130,L130,1.02,49,7,1,17,0,0,n
100% SYA,130,L130,1.02,51,7,2,1,0,0,n
100% SYA,130,L130,1.02,53,7,3,NA,NA,NA,n
100% SYA,130,L130,1.02,55,7,4,NA,NA,NA,n
100% SYA,130,L130,1.02,57,8,1,NA,NA,NA,n
100% SYA,130,L130,1.02,59,8,2,NA,NA,NA,n
100% SYA,130,L130,1.02,61,8,3,NA,NA,NA,n
100% SYA,130,L130,1.02,63,8,4,NA,NA,NA,n
100% SYA,130,L130,1.02,65,9,1,NA,NA,NA,n
100% SYA,130,L130,1.02,67,9,2,NA,NA,NA,n
100% SYA,130,L130,1.02,69,9,3,NA,NA,NA,n
100% SYA,130,L130,1.02,71,9,4,NA,NA,NA,n
100% SYA,130,L130,1.02,73,10,1,NA,NA,NA,y
100% SYA,130,L130,1.02,75,10,2,NA,NA,NA,y
100% SYA,130,L130,1.02,77,10,3,NA,NA,NA,y
100% SYA,130,L130,1.02,79,10,4,NA,NA,NA,y
100% SYA,130,L130,1.02,81,11,1,NA,NA,NA,y
100% SYA,130,L130,1.02,83,11,2,NA,NA,NA,y
100% SYA,131,L131,NA,1,1,1,21,22,1.047619048,n
100% SYA,131,L131,NA,2,1,NA,20,17,0.85,n
100% SYA,131,L131,NA,3,1,2,23,25,1.086956522,n
100% SYA,131,L131,NA,4,1,NA,16,16,1,n
100% SYA,131,L131,NA,5,1,3,17,13,0.764705882,n
100% SYA,131,L131,NA,6,1,NA,12,11,0.916666667,n
100% SYA,131,L131,NA,7,1,4,12,11,0.916666667,n
100% SYA,131,L131,NA,9,2,1,36,29,0.805555556,n
100% SYA,131,L131,NA,11,2,2,28,30,1.071428571,n
100% SYA,131,L131,NA,13,2,3,39,38,0.974358974,n
100% SYA,131,L131,NA,15,2,4,20,24,1.2,n
100% SYA,131,L131,NA,17,3,1,23,25,1.086956522,n
100% SYA,131,L131,NA,19,3,2,17,18,1.058823529,n
100% SYA,131,L131,NA,21,3,3,20,21,1.05,n
100% SYA,131,L131,NA,23,3,4,21,18,0.857142857,n
100% SYA,131,L131,NA,25,4,1,23,21,0.913043478,n
100% SYA,131,L131,NA,27,4,2,20,17,0.85,n
100% SYA,131,L131,NA,29,4,3,27,22,0.814814815,n
100% SYA,131,L131,NA,31,4,4,23,20,0.869565217,n
100% SYA,131,L131,NA,33,5,1,18,17,0.944444444,n
100% SYA,131,L131,NA,35,5,2,17,14,0.823529412,n
100% SYA,131,L131,NA,37,5,3,17,12,0.705882353,n
100% SYA,131,L131,NA,39,5,4,21,16,0.761904762,n
100% SYA,131,L131,NA,41,6,1,13,9,0.692307692,n
100% SYA,131,L131,NA,43,6,2,13,12,0.923076923,n
100% SYA,131,L131,NA,45,6,3,0,0,0,n
100% SYA,131,L131,NA,47,6,4,11,1,0.090909091,n
100% SYA,131,L131,NA,49,7,1,11,4,0.363636364,n
100% SYA,131,L131,NA,51,7,2,3,1,0.333333333,n
100% SYA,131,L131,NA,53,7,3,4,2,0.5,n
100% SYA,131,L131,NA,55,7,4,10,7,0.7,n
100% SYA,131,L131,NA,57,8,1,7,1,0.142857143,n
100% SYA,131,L131,NA,59,8,2,1,0,0,n
100% SYA,131,L131,NA,61,8,3,9,1,0.111111111,n
100% SYA,131,L131,NA,63,8,4,3,0,0,n
100% SYA,131,L131,NA,65,9,1,1,0,0,n
100% SYA,131,L131,NA,67,9,2,0,0,0,n
100% SYA,131,L131,NA,69,9,3,0,0,0,n
100% SYA,131,L131,NA,71,9,4,0,0,0,n
100% SYA,131,L131,NA,73,10,1,0,0,0,y
100% SYA,131,L131,NA,75,10,2,NA,NA,NA,y
100% SYA,131,L131,NA,77,10,3,NA,NA,NA,y
100% SYA,131,L131,NA,79,10,4,NA,NA,NA,y
100% SYA,131,L131,NA,81,11,1,NA,NA,NA,y
100% SYA,131,L131,NA,83,11,2,NA,NA,NA,y
20% SYA,132,L132,0.95,1,1,1,4,4,1,n
20% SYA,132,L132,0.95,2,1,NA,16,14,0.875,n
20% SYA,132,L132,0.95,3,1,2,5,3,0.6,n
20% SYA,132,L132,0.95,4,1,NA,11,5,0.454545455,n
20% SYA,132,L132,0.95,5,1,3,16,15,0.9375,n
20% SYA,132,L132,0.95,6,1,NA,0,1,0,n
20% SYA,132,L132,0.95,7,1,4,31,27,0.870967742,n
20% SYA,132,L132,0.95,9,2,1,38,34,0.894736842,n
20% SYA,132,L132,0.95,11,2,2,18,22,1.222222222,n
20% SYA,132,L132,0.95,13,2,3,17,15,0.882352941,n
20% SYA,132,L132,0.95,15,2,4,13,11,0.846153846,n
20% SYA,132,L132,0.95,17,3,1,31,24,0.774193548,n
20% SYA,132,L132,0.95,19,3,2,14,15,1.071428571,n
20% SYA,132,L132,0.95,21,3,3,13,10,0.769230769,n
20% SYA,132,L132,0.95,23,3,4,18,18,1,n
20% SYA,132,L132,0.95,25,4,1,24,25,1.041666667,n
20% SYA,132,L132,0.95,27,4,2,12,10,0.833333333,n
20% SYA,132,L132,0.95,29,4,3,16,14,0.875,n
20% SYA,132,L132,0.95,31,4,4,25,25,1,n
20% SYA,132,L132,0.95,33,5,1,22,22,1,n
20% SYA,132,L132,0.95,35,5,2,15,16,1.066666667,n
20% SYA,132,L132,0.95,37,5,3,16,14,0.875,n
20% SYA,132,L132,0.95,39,5,4,22,21,0.954545455,n
20% SYA,132,L132,0.95,41,6,1,26,25,0.961538462,n
20% SYA,132,L132,0.95,43,6,2,1,2,2,n
20% SYA,132,L132,0.95,45,6,3,12,0,0,n
20% SYA,132,L132,0.95,47,6,4,0,0,0,n
20% SYA,132,L132,0.95,49,7,1,13,6,0.461538462,n
20% SYA,132,L132,0.95,51,7,2,1,1,1,n
20% SYA,132,L132,0.95,53,7,3,2,2,1,n
20% SYA,132,L132,0.95,55,7,4,2,1,0.5,n
20% SYA,132,L132,0.95,57,8,1,NA,NA,NA,n
20% SYA,132,L132,0.95,59,8,2,NA,NA,NA,n
20% SYA,132,L132,0.95,61,8,3,NA,0,NA,n
20% SYA,132,L132,0.95,63,8,4,NA,NA,NA,n
20% SYA,132,L132,0.95,65,9,1,NA,NA,NA,n
20% SYA,132,L132,0.95,67,9,2,NA,NA,NA,n
20% SYA,132,L132,0.95,69,9,3,NA,NA,NA,n
20% SYA,132,L132,0.95,71,9,4,NA,NA,NA,n
20% SYA,132,L132,0.95,73,10,1,NA,NA,NA,y
20% SYA,132,L132,0.95,75,10,2,NA,NA,NA,y
20% SYA,132,L132,0.95,77,10,3,NA,NA,NA,y
20% SYA,132,L132,0.95,79,10,4,NA,NA,NA,y
20% SYA,132,L132,0.95,81,11,1,NA,NA,NA,y
20% SYA,132,L132,0.95,83,11,2,NA,NA,NA,y
120% SYA,133,L133,1.07,1,1,1,3,3,1,n
120% SYA,133,L133,1.07,2,1,NA,13,12,0.923076923,n
120% SYA,133,L133,1.07,3,1,2,12,11,0.916666667,n
120% SYA,133,L133,1.07,4,1,NA,10,6,0.6,n
120% SYA,133,L133,1.07,5,1,3,18,16,0.888888889,n
120% SYA,133,L133,1.07,6,1,NA,13,12,0.923076923,n
120% SYA,133,L133,1.07,7,1,4,1,2,2,n
120% SYA,133,L133,1.07,9,2,1,29,27,0.931034483,n
120% SYA,133,L133,1.07,11,2,2,11,6,0.545454545,n
120% SYA,133,L133,1.07,13,2,3,21,21,1,n
120% SYA,133,L133,1.07,15,2,4,26,24,0.923076923,n
120% SYA,133,L133,1.07,17,3,1,26,21,0.807692308,n
120% SYA,133,L133,1.07,19,3,2,9,9,1,n
120% SYA,133,L133,1.07,21,3,3,11,14,1.272727273,n
120% SYA,133,L133,1.07,23,3,4,13,11,0.846153846,n
120% SYA,133,L133,1.07,25,4,1,17,1,0.058823529,n
120% SYA,133,L133,1.07,27,4,2,1,0,0,n
120% SYA,133,L133,1.07,29,4,3,8,0,0,n
120% SYA,133,L133,1.07,31,4,4,10,0,0,n
120% SYA,133,L133,1.07,33,5,1,6,0,0,n
120% SYA,133,L133,1.07,35,5,2,6,0,0,n
120% SYA,133,L133,1.07,37,5,3,5,0,0,n
120% SYA,133,L133,1.07,39,5,4,11,0,0,n
120% SYA,133,L133,1.07,41,6,1,5,0,0,n
120% SYA,133,L133,1.07,43,6,2,0,0,0,n
120% SYA,133,L133,1.07,45,6,3,0,0,0,n
120% SYA,133,L133,1.07,47,6,4,0,0,0,n
120% SYA,133,L133,1.07,49,7,1,0,0,0,n
120% SYA,133,L133,1.07,51,7,2,0,0,0,n
120% SYA,133,L133,1.07,53,7,3,0,0,0,n
120% SYA,133,L133,1.07,55,7,4,0,0,0,n
120% SYA,133,L133,1.07,57,8,1,NA,NA,NA,n
120% SYA,133,L133,1.07,59,8,2,NA,NA,NA,n
120% SYA,133,L133,1.07,61,8,3,NA,0,NA,n
120% SYA,133,L133,1.07,63,8,4,NA,NA,NA,n
120% SYA,133,L133,1.07,65,9,1,NA,NA,NA,n
120% SYA,133,L133,1.07,67,9,2,NA,NA,NA,n
120% SYA,133,L133,1.07,69,9,3,NA,NA,NA,n
120% SYA,133,L133,1.07,71,9,4,NA,NA,NA,n
120% SYA,133,L133,1.07,73,10,1,NA,NA,NA,n
120% SYA,133,L133,1.07,75,10,2,NA,NA,NA,n
120% SYA,133,L133,1.07,77,10,3,NA,NA,NA,n
120% SYA,133,L133,1.07,79,10,4,NA,NA,NA,y
120% SYA,133,L133,1.07,81,11,1,NA,NA,NA,y
120% SYA,133,L133,1.07,83,11,2,NA,NA,NA,y
100% SYA,134,L134,NA,1,1,1,0,0,0,n
100% SYA,134,L134,NA,2,1,NA,29,24,0.827586207,n
100% SYA,134,L134,NA,3,1,2,15,13,0.866666667,n
100% SYA,134,L134,NA,4,1,NA,1,0,0,n
100% SYA,134,L134,NA,5,1,3,0,0,0,n
100% SYA,134,L134,NA,6,1,NA,19,7,0.368421053,n
100% SYA,134,L134,NA,7,1,4,0,0,0,n
100% SYA,134,L134,NA,9,2,1,62,56,0.903225806,n
100% SYA,134,L134,NA,11,2,2,38,30,0.789473684,n
100% SYA,134,L134,NA,13,2,3,22,16,0.727272727,n
100% SYA,134,L134,NA,15,2,4,33,28,0.848484848,n
100% SYA,134,L134,NA,17,3,1,34,32,0.941176471,n
100% SYA,134,L134,NA,19,3,2,24,26,1.083333333,n
100% SYA,134,L134,NA,21,3,3,16,15,0.9375,n
100% SYA,134,L134,NA,23,3,4,20,19,0.95,n
100% SYA,134,L134,NA,25,4,1,31,34,1.096774194,n
100% SYA,134,L134,NA,27,4,2,14,10,0.714285714,n
100% SYA,134,L134,NA,29,4,3,29,21,0.724137931,n
100% SYA,134,L134,NA,31,4,4,34,32,0.941176471,n
100% SYA,134,L134,NA,33,5,1,33,36,1.090909091,n
100% SYA,134,L134,NA,35,5,2,22,22,1,n
100% SYA,134,L134,NA,37,5,3,26,26,1,n
100% SYA,134,L134,NA,39,5,4,38,31,0.815789474,n
100% SYA,134,L134,NA,41,6,1,36,38,1.055555556,n
100% SYA,134,L134,NA,43,6,2,6,5,0.833333333,n
100% SYA,134,L134,NA,45,6,3,16,10,0.625,n
100% SYA,134,L134,NA,47,6,4,4,1,0.25,n
100% SYA,134,L134,NA,49,7,1,20,7,0.35,n
100% SYA,134,L134,NA,51,7,2,13,0,0,n
100% SYA,134,L134,NA,53,7,3,4,0,0,n
100% SYA,134,L134,NA,55,7,4,15,0,0,n
100% SYA,134,L134,NA,57,8,1,8,0,0,n
100% SYA,134,L134,NA,59,8,2,0,0,0,n
100% SYA,134,L134,NA,61,8,3,0,0,0,n
100% SYA,134,L134,NA,63,8,4,0,0,0,n
100% SYA,134,L134,NA,65,9,1,1,0,0,n
100% SYA,134,L134,NA,67,9,2,0,0,0,n
100% SYA,134,L134,NA,69,9,3,0,0,0,n
100% SYA,134,L134,NA,71,9,4,0,0,0,n
100% SYA,134,L134,NA,73,10,1,0,0,0,y
100% SYA,134,L134,NA,75,10,2,NA,NA,NA,y
100% SYA,134,L134,NA,77,10,3,NA,NA,NA,y
100% SYA,134,L134,NA,79,10,4,NA,NA,NA,y
100% SYA,134,L134,NA,81,11,1,NA,NA,NA,y
100% SYA,134,L134,NA,83,11,2,NA,NA,NA,y
120% SYA,135,L135,NA,1,1,1,4,12,3,n
120% SYA,135,L135,NA,2,1,NA,13,12,0.923076923,n
120% SYA,135,L135,NA,3,1,2,19,19,1,n
120% SYA,135,L135,NA,4,1,NA,16,15,0.9375,n
120% SYA,135,L135,NA,5,1,3,13,10,0.769230769,n
120% SYA,135,L135,NA,6,1,NA,16,10,0.625,n
120% SYA,135,L135,NA,7,1,4,15,6,0.4,n
120% SYA,135,L135,NA,9,2,1,31,23,0.741935484,n
120% SYA,135,L135,NA,11,2,2,28,26,0.928571429,n
120% SYA,135,L135,NA,13,2,3,12,16,1.333333333,n
120% SYA,135,L135,NA,15,2,4,15,10,0.666666667,n
120% SYA,135,L135,NA,17,3,1,23,18,0.782608696,n
120% SYA,135,L135,NA,19,3,2,14,13,0.928571429,n
120% SYA,135,L135,NA,21,3,3,17,15,0.882352941,n
120% SYA,135,L135,NA,23,3,4,9,11,1.222222222,n
120% SYA,135,L135,NA,25,4,1,26,21,0.807692308,n
120% SYA,135,L135,NA,27,4,2,3,3,1,n
120% SYA,135,L135,NA,29,4,3,19,21,1.105263158,n
120% SYA,135,L135,NA,31,4,4,18,16,0.888888889,n
120% SYA,135,L135,NA,33,5,1,19,17,0.894736842,n
120% SYA,135,L135,NA,35,5,2,11,11,1,n
120% SYA,135,L135,NA,37,5,3,16,9,0.5625,n
120% SYA,135,L135,NA,39,5,4,8,0,0,n
120% SYA,135,L135,NA,41,6,1,13,0,0,n
120% SYA,135,L135,NA,43,6,2,11,11,1,n
120% SYA,135,L135,NA,45,6,3,13,8,0.615384615,n
120% SYA,135,L135,NA,47,6,4,2,2,1,n
120% SYA,135,L135,NA,49,7,1,13,1,0.076923077,n
120% SYA,135,L135,NA,51,7,2,1,0,0,n
120% SYA,135,L135,NA,53,7,3,1,0,0,n
120% SYA,135,L135,NA,55,7,4,2,0,0,n
120% SYA,135,L135,NA,57,8,1,2,0,0,n
120% SYA,135,L135,NA,59,8,2,0,0,0,n
120% SYA,135,L135,NA,61,8,3,1,0,0,n
120% SYA,135,L135,NA,63,8,4,0,0,0,n
120% SYA,135,L135,NA,65,9,1,0,0,0,n
120% SYA,135,L135,NA,67,9,2,0,0,0,n
120% SYA,135,L135,NA,69,9,3,0,0,0,n
120% SYA,135,L135,NA,71,9,4,0,0,0,n
120% SYA,135,L135,NA,73,10,1,NA,NA,NA,n
120% SYA,135,L135,NA,75,10,2,NA,NA,NA,n
120% SYA,135,L135,NA,77,10,3,NA,NA,NA,n
120% SYA,135,L135,NA,79,10,4,NA,NA,NA,y
120% SYA,135,L135,NA,81,11,1,NA,NA,NA,y
120% SYA,135,L135,NA,83,11,2,NA,NA,NA,y
120% SYA,136,L136,NA,1,1,1,12,12,1,n
120% SYA,136,L136,NA,2,1,NA,27,25,0.925925926,n
120% SYA,136,L136,NA,3,1,2,12,13,1.083333333,n
120% SYA,136,L136,NA,4,1,NA,22,16,0.727272727,n
120% SYA,136,L136,NA,5,1,3,24,22,0.916666667,n
120% SYA,136,L136,NA,6,1,NA,12,10,0.833333333,n
120% SYA,136,L136,NA,7,1,4,9,10,1.111111111,n
120% SYA,136,L136,NA,9,2,1,39,40,1.025641026,n
120% SYA,136,L136,NA,11,2,2,33,28,0.848484848,n
120% SYA,136,L136,NA,13,2,3,25,23,0.92,n
120% SYA,136,L136,NA,15,2,4,18,15,0.833333333,n
120% SYA,136,L136,NA,17,3,1,20,12,0.6,n
120% SYA,136,L136,NA,19,3,2,13,1,0.076923077,n
120% SYA,136,L136,NA,21,3,3,18,0,0,n
120% SYA,136,L136,NA,23,3,4,14,0,0,n
120% SYA,136,L136,NA,25,4,1,24,22,0.916666667,n
120% SYA,136,L136,NA,27,4,2,16,11,0.6875,n
120% SYA,136,L136,NA,29,4,3,24,24,1,n
120% SYA,136,L136,NA,31,4,4,19,18,0.947368421,n
120% SYA,136,L136,NA,33,5,1,27,19,0.703703704,n
120% SYA,136,L136,NA,35,5,2,18,17,0.944444444,n
120% SYA,136,L136,NA,37,5,3,19,18,0.947368421,n
120% SYA,136,L136,NA,39,5,4,15,12,0.8,n
120% SYA,136,L136,NA,41,6,1,27,16,0.592592593,n
120% SYA,136,L136,NA,43,6,2,10,10,1,n
120% SYA,136,L136,NA,45,6,3,17,15,0.882352941,n
120% SYA,136,L136,NA,47,6,4,6,6,1,n
120% SYA,136,L136,NA,49,7,1,15,12,0.8,n
120% SYA,136,L136,NA,51,7,2,8,6,0.75,n
120% SYA,136,L136,NA,53,7,3,5,5,1,n
120% SYA,136,L136,NA,55,7,4,7,6,0.857142857,n
120% SYA,136,L136,NA,57,8,1,6,4,0.666666667,n
120% SYA,136,L136,NA,59,8,2,2,2,1,n
120% SYA,136,L136,NA,61,8,3,3,3,1,n
120% SYA,136,L136,NA,63,8,4,2,1,0.5,n
120% SYA,136,L136,NA,65,9,1,2,1,0.5,n
120% SYA,136,L136,NA,67,9,2,0,0,0,n
120% SYA,136,L136,NA,69,9,3,NA,NA,NA,n
120% SYA,136,L136,NA,71,9,4,NA,NA,NA,n
120% SYA,136,L136,NA,73,10,1,NA,NA,NA,n
120% SYA,136,L136,NA,75,10,2,NA,NA,NA,n
120% SYA,136,L136,NA,77,10,3,NA,NA,NA,n
120% SYA,136,L136,NA,79,10,4,NA,NA,NA,y
120% SYA,136,L136,NA,81,11,1,NA,NA,NA,y
120% SYA,136,L136,NA,83,11,2,NA,NA,NA,y
20% SYA,137,L137,0.965,1,1,1,13,6,0.461538462,n
20% SYA,137,L137,0.965,2,1,NA,1,0,0,n
20% SYA,137,L137,0.965,3,1,2,8,8,1,n
20% SYA,137,L137,0.965,4,1,NA,10,10,1,n
20% SYA,137,L137,0.965,5,1,3,1,1,1,n
20% SYA,137,L137,0.965,6,1,NA,18,14,0.777777778,n
20% SYA,137,L137,0.965,7,1,4,0,0,0,n
20% SYA,137,L137,0.965,9,2,1,32,30,0.9375,n
20% SYA,137,L137,0.965,11,2,2,12,14,1.166666667,n
20% SYA,137,L137,0.965,13,2,3,24,20,0.833333333,n
20% SYA,137,L137,0.965,15,2,4,5,4,0.8,n
20% SYA,137,L137,0.965,17,3,1,27,26,0.962962963,n
20% SYA,137,L137,0.965,19,3,2,7,8,1.142857143,n
20% SYA,137,L137,0.965,21,3,3,22,21,0.954545455,n
20% SYA,137,L137,0.965,23,3,4,8,11,1.375,n
20% SYA,137,L137,0.965,25,4,1,21,23,1.095238095,n
20% SYA,137,L137,0.965,27,4,2,13,15,1.153846154,n
20% SYA,137,L137,0.965,29,4,3,10,10,1,n
20% SYA,137,L137,0.965,31,4,4,23,15,0.652173913,n
20% SYA,137,L137,0.965,33,5,1,15,11,0.733333333,n
20% SYA,137,L137,0.965,35,5,2,9,9,1,n
20% SYA,137,L137,0.965,37,5,3,20,18,0.9,n
20% SYA,137,L137,0.965,39,5,4,17,15,0.882352941,n
20% SYA,137,L137,0.965,41,6,1,12,14,1.166666667,n
20% SYA,137,L137,0.965,43,6,2,NA,NA,NA,n
20% SYA,137,L137,0.965,45,6,3,NA,NA,NA,n
20% SYA,137,L137,0.965,47,6,4,NA,NA,NA,n
20% SYA,137,L137,0.965,49,7,1,NA,NA,NA,n
20% SYA,137,L137,0.965,51,7,2,NA,NA,NA,n
20% SYA,137,L137,0.965,53,7,3,NA,NA,NA,n
20% SYA,137,L137,0.965,55,7,4,NA,NA,NA,n
20% SYA,137,L137,0.965,57,8,1,NA,NA,NA,n
20% SYA,137,L137,0.965,59,8,2,NA,NA,NA,n
20% SYA,137,L137,0.965,61,8,3,NA,NA,NA,n
20% SYA,137,L137,0.965,63,8,4,NA,NA,NA,n
20% SYA,137,L137,0.965,65,9,1,NA,NA,NA,n
20% SYA,137,L137,0.965,67,9,2,NA,NA,NA,n
20% SYA,137,L137,0.965,69,9,3,NA,NA,NA,n
20% SYA,137,L137,0.965,71,9,4,NA,NA,NA,n
20% SYA,137,L137,0.965,73,10,1,NA,NA,NA,y
20% SYA,137,L137,0.965,75,10,2,NA,NA,NA,y
20% SYA,137,L137,0.965,77,10,3,NA,NA,NA,y
20% SYA,137,L137,0.965,79,10,4,NA,NA,NA,y
20% SYA,137,L137,0.965,81,11,1,NA,NA,NA,y
20% SYA,137,L137,0.965,83,11,2,NA,NA,NA,y
20% SYA,138,L138,1.01,1,1,1,5,6,1.2,n
20% SYA,138,L138,1.01,2,1,NA,8,7,0.875,n
20% SYA,138,L138,1.01,3,1,2,8,9,1.125,n
20% SYA,138,L138,1.01,4,1,NA,10,10,1,n
20% SYA,138,L138,1.01,5,1,3,12,10,0.833333333,n
20% SYA,138,L138,1.01,6,1,NA,10,8,0.8,n
20% SYA,138,L138,1.01,7,1,4,34,30,0.882352941,n
20% SYA,138,L138,1.01,9,2,1,26,24,0.923076923,n
20% SYA,138,L138,1.01,11,2,2,14,10,0.714285714,n
20% SYA,138,L138,1.01,13,2,3,8,8,1,n
20% SYA,138,L138,1.01,15,2,4,6,5,0.833333333,n
20% SYA,138,L138,1.01,17,3,1,26,0,0,n
20% SYA,138,L138,1.01,19,3,2,NA,NA,NA,n
20% SYA,138,L138,1.01,21,3,3,NA,NA,NA,n
20% SYA,138,L138,1.01,23,3,4,NA,NA,NA,n
20% SYA,138,L138,1.01,25,4,1,NA,NA,NA,n
20% SYA,138,L138,1.01,27,4,2,NA,NA,NA,n
20% SYA,138,L138,1.01,29,4,3,NA,NA,NA,n
20% SYA,138,L138,1.01,31,4,4,NA,NA,NA,n
20% SYA,138,L138,1.01,33,5,1,NA,NA,NA,n
20% SYA,138,L138,1.01,35,5,2,NA,NA,NA,n
20% SYA,138,L138,1.01,37,5,3,NA,NA,NA,n
20% SYA,138,L138,1.01,39,5,4,NA,NA,NA,n
20% SYA,138,L138,1.01,41,6,1,NA,NA,NA,n
20% SYA,138,L138,1.01,43,6,2,NA,NA,NA,n
20% SYA,138,L138,1.01,45,6,3,NA,NA,NA,n
20% SYA,138,L138,1.01,47,6,4,NA,NA,NA,n
20% SYA,138,L138,1.01,49,7,1,NA,NA,NA,n
20% SYA,138,L138,1.01,51,7,2,NA,NA,NA,n
20% SYA,138,L138,1.01,53,7,3,NA,NA,NA,n
20% SYA,138,L138,1.01,55,7,4,NA,NA,NA,n
20% SYA,138,L138,1.01,57,8,1,NA,NA,NA,n
20% SYA,138,L138,1.01,59,8,2,NA,NA,NA,n
20% SYA,138,L138,1.01,61,8,3,NA,NA,NA,n
20% SYA,138,L138,1.01,63,8,4,NA,NA,NA,n
20% SYA,138,L138,1.01,65,9,1,NA,NA,NA,n
20% SYA,138,L138,1.01,67,9,2,NA,NA,NA,n
20% SYA,138,L138,1.01,69,9,3,NA,NA,NA,n
20% SYA,138,L138,1.01,71,9,4,NA,NA,NA,n
20% SYA,138,L138,1.01,73,10,1,NA,NA,NA,y
20% SYA,138,L138,1.01,75,10,2,NA,NA,NA,y
20% SYA,138,L138,1.01,77,10,3,NA,NA,NA,y
20% SYA,138,L138,1.01,79,10,4,NA,NA,NA,y
20% SYA,138,L138,1.01,81,11,1,NA,NA,NA,y
20% SYA,138,L138,1.01,83,11,2,NA,NA,NA,y
20% SYA,139,L139,0.995,1,1,1,9,7,0.777777778,n
20% SYA,139,L139,0.995,2,1,NA,10,6,0.6,n
20% SYA,139,L139,0.995,3,1,2,8,7,0.875,n
20% SYA,139,L139,0.995,4,1,NA,14,5,0.357142857,n
20% SYA,139,L139,0.995,5,1,3,18,16,0.888888889,n
20% SYA,139,L139,0.995,6,1,NA,15,9,0.6,n
20% SYA,139,L139,0.995,7,1,4,0,0,0,n
20% SYA,139,L139,0.995,9,2,1,41,39,0.951219512,n
20% SYA,139,L139,0.995,11,2,2,15,15,1,n
20% SYA,139,L139,0.995,13,2,3,19,21,1.105263158,n
20% SYA,139,L139,0.995,15,2,4,13,10,0.769230769,n
20% SYA,139,L139,0.995,17,3,1,25,24,0.96,n
20% SYA,139,L139,0.995,19,3,2,19,14,0.736842105,n
20% SYA,139,L139,0.995,21,3,3,17,14,0.823529412,n
20% SYA,139,L139,0.995,23,3,4,25,23,0.92,n
20% SYA,139,L139,0.995,25,4,1,20,21,1.05,n
20% SYA,139,L139,0.995,27,4,2,25,21,0.84,n
20% SYA,139,L139,0.995,29,4,3,26,27,1.038461538,n
